uri,ref_id,level,title,instances
/repositories/4/archival_objects/732862,AC107.07_c132,file,"Akisik Karakullukcu, Aslihan",/repositories/4/top_containers/67151: box 2014 951 ; 
/repositories/4/archival_objects/732863,AC107.07_c133,file,"Alexandrakis, Othon",/repositories/4/top_containers/63579: box 2014 994 ; 
/repositories/4/archival_objects/732864,AC107.07_c134,file,"Allen, Susan",/repositories/4/top_containers/63780: box 2014 995 ; 
/repositories/4/archival_objects/732865,AC107.07_c135,file,"Alwis, Anne",/repositories/4/top_containers/63779: box 2014 996 ; 
/repositories/4/archival_objects/732866,AC107.07_c136,file,"Antoniou, Dimitrios",/repositories/4/top_containers/63780: box 2014 995 ; 
/repositories/4/archival_objects/732867,AC107.07_c137,file,"Armstrong, David",/repositories/4/top_containers/63779: box 2014 996 ; 
/repositories/4/archival_objects/732868,AC107.07_c138,file,"Bakirtzis, Charalampos",/repositories/4/top_containers/63922: box 2014 997 ; 
/repositories/4/archival_objects/732869,AC107.07_c139,file,"Bakirtzis, Nikolas",/repositories/4/top_containers/63922: box 2014 997 ; 
/repositories/4/archival_objects/732870,AC107.07_c140,file,"Baroutsos, Potios",/repositories/4/top_containers/63582: box 2014 998 ; 
/repositories/4/archival_objects/732871,AC107.07_c141,file,"Benevich, Grigory",/repositories/4/top_containers/63582: box 2014 998 ; 
/repositories/4/archival_objects/732872,AC107.07_c142,file,"Brown, Amelia",/repositories/4/top_containers/63782: box 2014 1000 ; 
/repositories/4/archival_objects/732873,AC107.07_c143,file,"Cabot, Heath",/repositories/4/top_containers/63782: box 2014 1000 ; 
/repositories/4/archival_objects/732874,AC107.07_c144,file,"Chatzipanagioti-Sangmeister, Julia",/repositories/4/top_containers/63586: box 2014 1002 ; 
/repositories/4/archival_objects/732875,AC107.07_c145,file,"Chen, Guoqiang",/repositories/4/top_containers/63586: box 2014 1002 ; 
/repositories/4/archival_objects/732876,AC107.07_c146,file,"Chryssostali, Ioulia",/repositories/4/top_containers/63587: box 2014 1003 ; 
/repositories/4/archival_objects/732877,AC107.07_c147,file,"Conterno, Maria",/repositories/4/top_containers/63783: box 2014 1004 ; 
/repositories/4/archival_objects/732878,AC107.07_c148,file,"Corrias, Anna",/repositories/4/top_containers/63926: box 2014 957 ; 
/repositories/4/archival_objects/732879,AC107.07_c149,file,"Couroucli, Maria",/repositories/4/top_containers/63783: box 2014 1004 ; 
/repositories/4/archival_objects/732880,AC107.07_c150,file,"de Jonge, Casper",/repositories/4/top_containers/63697: box 2014 1005 ; 
/repositories/4/archival_objects/732881,AC107.07_c151,file,"De Temmerman, Koen",/repositories/4/top_containers/63929: box 2014 1006 ; 
/repositories/4/archival_objects/732882,AC107.07_c152,file,"Deligiannakis, Georgios",/repositories/4/top_containers/63697: box 2014 1005 ; 
/repositories/4/archival_objects/732883,AC107.07_c153,file,"Delivorrias, Angelos",/repositories/4/top_containers/63697: box 2014 1005 ; 
/repositories/4/archival_objects/732884,AC107.07_c154,file,"Dellaporta, Katerina Maria-Rosa",/repositories/4/top_containers/63697: box 2014 1005 ; 
/repositories/4/archival_objects/732885,AC107.07_c155,file,"Di Branco, Marco",/repositories/4/top_containers/63929: box 2014 1006 ; 
/repositories/4/archival_objects/732886,AC107.07_c156,file,"Doxiadis, Evdoxios",/repositories/4/top_containers/63872: box 2014 1007 ; 
/repositories/4/archival_objects/732887,AC107.07_c157,file,"Dunn, Archibald",/repositories/4/top_containers/63872: box 2014 1007 ; 
/repositories/4/archival_objects/732888,AC107.07_c158,file,"Efthymiou, Maria",/repositories/4/top_containers/63780: box 2014 995 ; 
/repositories/4/archival_objects/732889,AC107.07_c159,file,"Eger, Alexander",/repositories/4/top_containers/63699: box 2014 1008 ; 
/repositories/4/archival_objects/732890,AC107.07_c160,file,"Emmerich, Karen",/repositories/4/top_containers/63698: box 2014 1032 ; 
/repositories/4/archival_objects/732891,AC107.07_c161,file,"Erginel, Mehmet",/repositories/4/top_containers/63699: box 2014 1008 ; 
/repositories/4/archival_objects/732892,AC107.07_c162,file,"Erol, Merih",/repositories/4/top_containers/63699: box 2014 1008 ; 
/repositories/4/archival_objects/732893,AC107.07_c163,file,"Exertzoglou, Charilaos",/repositories/4/top_containers/63699: box 2014 1008 ; 
/repositories/4/archival_objects/732894,AC107.07_c164,file,"Flouda, Georgia",/repositories/4/top_containers/63954: box 2014 1009 ; 
/repositories/4/archival_objects/732895,AC107.07_c165,file,"Fotaidi, Sevasti-Eva",/repositories/4/top_containers/67180: box 2014 954 ; 
/repositories/4/archival_objects/732896,AC107.07_c166,file,"Gkintidis, Dimitrios",/repositories/4/top_containers/63605: box 2014 943 ; 
/repositories/4/archival_objects/732897,AC107.07_c167,file,"Grigore, Mihai-Dumitru",/repositories/4/top_containers/63593: box 2014 1014 ; 
/repositories/4/archival_objects/732898,AC107.07_c168,file,"Grossman, Heather",/repositories/4/top_containers/63593: box 2014 1014 ; 
/repositories/4/archival_objects/732899,AC107.07_c169,file,"Hadjikyriacou, Antonis",/repositories/4/top_containers/63605: box 2014 943 ; 
/repositories/4/archival_objects/732900,AC107.07_c170,file,"Harris, Jonathan",/repositories/4/top_containers/63594: box 2014 1015 ; 
/repositories/4/archival_objects/732901,AC107.07_c171,file,"Kalaitzidis, Panteleimon",/repositories/4/top_containers/63596: box 2014 1019 ; 
/repositories/4/archival_objects/732902,AC107.07_c172,file,"Kalantzis, Konstantinos",/repositories/4/top_containers/63596: box 2014 1019 ; 
/repositories/4/archival_objects/732903,AC107.07_c173,file,"Karagiannis, Emmanouil",/repositories/4/top_containers/63596: box 2014 1019 ; 
/repositories/4/archival_objects/732904,AC107.07_c174,file,"Karamanolis, Georgios",/repositories/4/top_containers/63596: box 2014 1019 ; 
/repositories/4/archival_objects/732905,AC107.07_c175,file,"Karpozilos, Konstantinos",/repositories/4/top_containers/63583: box 2014 955 ; 
/repositories/4/archival_objects/732906,AC107.07_c176,file,"Kechriotis, Evangelos",/repositories/4/top_containers/63628: box 2014 1020 ; 
/repositories/4/archival_objects/732907,AC107.07_c177,file,"Kennedy, David",/repositories/4/top_containers/63628: box 2014 1020 ; 
/repositories/4/archival_objects/732908,AC107.07_c178,file,"Kinti, Vassiliki",/repositories/4/top_containers/63597: box 2014 1021 ; 
/repositories/4/archival_objects/732909,AC107.07_c179,file,"Kolovos, Ilias",/repositories/4/top_containers/63597: box 2014 1021 ; 
/repositories/4/archival_objects/732910,AC107.07_c180,file,"Kominko, Maja",/repositories/4/top_containers/63597: box 2014 1021 ; 
/repositories/4/archival_objects/732911,AC107.07_c181,file,"Konaris, Michael",/repositories/4/top_containers/63605: box 2014 943 ; 
